timestep,episode,reward,estimated_team_reward,coverage_ratio,threat_level_avg,exploration_score,loss,timestamp
34000,21,9725.440555349103,48627.202776745515,0.64,0.534275,256.0,2980.196044921875,2025-12-22T00:29:01.310662Z
34250,21,9725.440555349103,48627.202776745515,0.73,0.5208000000000002,292.0,2980.196044921875,2025-12-22T00:29:01.987974Z
34500,21,9725.440555349103,48627.202776745515,0.8275,0.5176750000000001,331.0,2980.196044921875,2025-12-22T00:29:02.651363Z
34750,21,9725.440555349103,48627.202776745515,0.865,0.57585,346.0,2980.196044921875,2025-12-22T00:29:03.295495Z
35000,21,9725.440555349103,48627.202776745515,0.8725,0.4684250000000001,349.0,3569.341796875,2025-12-22T00:29:05.547992Z
35250,22,9798.234268033568,48991.17134016784,0.115,0.2737000000000001,46.0,3569.341796875,2025-12-22T00:29:06.214834Z
35500,22,9798.234268033568,48991.17134016784,0.5675,0.5048250000000001,227.0,3569.341796875,2025-12-22T00:29:06.883547Z
35750,22,9798.234268033568,48991.17134016784,0.74,0.531275,296.0,3569.341796875,2025-12-22T00:29:07.530932Z
36000,22,9798.234268033568,48991.17134016784,0.865,0.4699500000000001,346.0,3569.341796875,2025-12-22T00:29:08.307913Z
36250,22,9798.234268033568,48991.17134016784,0.9125,0.4770000000000001,365.0,3569.341796875,2025-12-22T00:29:08.987477Z
36500,22,9798.234268033568,48991.17134016784,0.945,0.4240250000000001,378.0,3569.341796875,2025-12-22T00:29:09.628444Z
36750,22,9798.234268033568,48991.17134016784,0.95,0.5344500000000001,380.0,3569.341796875,2025-12-22T00:29:10.273272Z
37000,23,9874.616835803277,49373.08417901638,0.425,0.4321500000000002,170.0,3848.654541015625,2025-12-22T00:29:12.556607Z
37250,23,9874.616835803277,49373.08417901638,0.6875,0.5155000000000001,275.0,3848.654541015625,2025-12-22T00:29:13.212298Z
37500,23,9874.616835803277,49373.08417901638,0.785,0.6016250000000001,314.0,3848.654541015625,2025-12-22T00:29:13.853386Z
37750,23,9874.616835803277,49373.08417901638,0.8475,0.5581750000000001,339.0,3848.654541015625,2025-12-22T00:29:14.495786Z
38000,23,9874.616835803277,49373.08417901638,0.9125,0.5453250000000001,365.0,3848.654541015625,2025-12-22T00:29:15.141286Z
38250,23,9874.616835803277,49373.08417901638,0.925,0.5507500000000001,370.0,3848.654541015625,2025-12-22T00:29:15.919251Z
38500,24,9874.328819063137,49371.644095315685,0.2575,0.48752500000000004,103.0,3848.654541015625,2025-12-22T00:29:16.553034Z
38750,24,9874.328819063137,49371.644095315685,0.5625,0.5458500000000001,225.0,3848.654541015625,2025-12-22T00:29:17.202621Z
39000,24,9874.328819063137,49371.644095315685,0.77,0.5864250000000001,308.0,3520.531982421875,2025-12-22T00:29:19.513756Z
39250,24,9874.328819063137,49371.644095315685,0.9,0.43977500000000014,360.0,3520.531982421875,2025-12-22T00:29:20.165878Z
39500,24,9874.328819063137,49371.644095315685,0.9325,0.545975,373.0,3520.531982421875,2025-12-22T00:29:20.860580Z
39750,24,9874.328819063137,49371.644095315685,0.955,0.5258750000000001,382.0,3520.531982421875,2025-12-22T00:29:21.517700Z
40000,25,9871.3498755851,49356.7493779255,0.9675,0.580275,387.0,3520.531982421875,2025-12-22T00:29:22.163265Z
40250,25,9871.3498755851,49356.7493779255,0.445,0.47477500000000006,178.0,3520.531982421875,2025-12-22T00:29:22.963243Z
40500,25,9871.3498755851,49356.7493779255,0.7225,0.5078,289.0,3520.531982421875,2025-12-22T00:29:23.614010Z
40750,25,9871.3498755851,49356.7493779255,0.86,0.5152500000000001,344.0,3520.531982421875,2025-12-22T00:29:24.309368Z
41000,25,9871.3498755851,49356.7493779255,0.91,0.58455,364.0,2980.708740234375,2025-12-22T00:29:26.554440Z
41250,25,9871.3498755851,49356.7493779255,0.9775,0.569175,391.0,2980.708740234375,2025-12-22T00:29:27.185313Z
41500,25,9871.3498755851,49356.7493779255,0.99,0.41257500000000014,396.0,2980.708740234375,2025-12-22T00:29:27.856074Z
41750,26,9929.314948314957,49646.57474157479,0.305,0.48177500000000006,122.0,2980.708740234375,2025-12-22T00:29:28.525814Z
42000,26,9929.314948314957,49646.57474157479,0.635,0.39655000000000007,254.0,2980.708740234375,2025-12-22T00:29:29.173430Z
42250,26,9929.314948314957,49646.57474157479,0.82,0.49395000000000006,328.0,2980.708740234375,2025-12-22T00:29:29.830016Z
42500,26,9929.314948314957,49646.57474157479,0.8825,0.4919250000000001,353.0,2980.708740234375,2025-12-22T00:29:30.616492Z
42750,26,9929.314948314957,49646.57474157479,0.9325,0.5359250000000001,373.0,2980.708740234375,2025-12-22T00:29:31.253625Z
43000,26,9929.314948314957,49646.57474157479,0.965,0.4300250000000001,386.0,2980.708740234375,2025-12-22T00:29:31.920205Z
43250,27,9917.173533975136,49585.867669875675,0.1475,0.23097500000000007,59.0,3730.519287109375,2025-12-22T00:29:34.182201Z
43500,27,9917.173533975136,49585.867669875675,0.4525,0.5938000000000001,181.0,3730.519287109375,2025-12-22T00:29:34.830858Z
43750,27,9917.173533975136,49585.867669875675,0.665,0.6052250000000001,266.0,3730.519287109375,2025-12-22T00:29:35.497439Z
44000,27,9917.173533975136,49585.867669875675,0.7425,0.538425,297.0,3730.519287109375,2025-12-22T00:29:36.129295Z
44250,27,9917.173533975136,49585.867669875675,0.8425,0.5281750000000001,337.0,3730.519287109375,2025-12-22T00:29:36.913752Z
