timestep,mean_reward,coverage_ratio,average_threat_level
19750,57255.32716833601,0.1675,0.0
20000,58105.32716833637,0.1675,0.0
20250,59249.37534833633,0.3575,0.0
20500,59735.37534833634,0.4775,0.0
20750,59727.04201500313,0.4775,0.0
21000,59718.708681669916,0.4775,0.0
21250,60747.04218083664,0.355,0.0
21500,60967.442180837104,0.355,0.0
21750,61184.108847504256,0.355,0.0
22000,61400.77551417141,0.355,0.0
22250,61451.073699171706,0.1025,0.0
22500,61426.07369917207,0.1025,0.0
22750,61401.07369917243,0.1025,0.0
23000,62160.14036583842,0.1025,0.0
23250,62294.28852833869,0.1625,0.0
23500,62269.28852833906,0.1625,0.0
23750,62539.95519500569,0.1625,0.0
24000,63339.955195004964,0.1625,0.0
24250,63658.85704000532,0.1075,0.0
24500,64020.89556333896,0.1075,0.0
24750,65628.52076333883,0.1075,0.0
25000,67518.50805500516,0.1075,0.0
25250,68249.53661750519,0.275,0.0
25500,68324.53661750592,0.275,0.0
25750,69796.06995083814,0.275,0.0
26000,71521.06995083668,0.275,0.0
26250,72343.95474750348,0.165,0.0
26500,73059.02526833673,0.165,0.0
26750,73875.0624558367,0.165,0.0
27000,75415.13297667068,0.165,0.0
27250,76522.94947167038,0.2725,0.0
27500,77237.91613833598,0.2725,0.0
27750,78412.91613833525,0.2725,0.0
28000,79587.91613833452,0.2725,0.0
28250,80275.26432083541,0.1925,0.0
28500,81558.96432083426,0.1925,0.0
28750,84361.83098750106,0.1925,0.0
29000,87282.66432083464,0.1925,0.0
29250,87392.84580916683,0.175,0.0
29500,87367.84580916537,0.175,0.0
29750,87342.84580916392,0.175,0.0
30000,87983.11247582978,0.175,0.0
30250,88455.46778582998,0.1525,0.0
30500,89618.96010582976,0.1525,0.0
30750,91142.34323083045,0.1525,0.0
31000,93055.41665833034,0.1525,0.0
31250,93991.87721999688,0.34,0.0
31500,94354.1605533307,0.3975,0.0
31750,95186.82721999864,0.3975,0.0
32000,96086.8272200001,0.3975,0.0
32250,96718.05873833364,0.2325,0.0
