timestep,mean_reward,episode_length,coverage_ratio,average_threat_level,average_battery,elapsed_time
88000,2295.5981724999883,1000,0.055,0.0,99.00199999999523,3293.9776544570923
88250,4057.1315058333,1000,0.0325,0.0,99.00199999999523,3303.3564236164093
88500,6093.363624166686,1000,0.04,0.0,99.00266666666191,3312.7326550483704
88750,2544.6654916666703,1000,0.1275,0.0,99.00133333332856,3322.090225458145
89000,8298.033333333271,1000,0.06,0.0,98.99999999999523,3331.3071439266205
89250,3418.766666666687,1000,0.0825,0.0,98.99999999999523,3340.710013628006
89500,12376.466666666538,1000,0.065,0.0,98.99999999999523,3350.1222372055054
89750,10094.415503333412,1000,0.0825,0.0,99.00133333332856,3359.5239551067352
90000,2573.285624166669,1000,0.0825,0.0,99.33433333333016,3368.8772757053375
90250,5256.066666666738,1000,0.045,0.0,98.99999999999523,3378.2665865421295
90500,2175.299560833334,1000,0.04,0.0,99.33366666666348,3387.5563197135925
90750,1485.798833333349,1000,0.0575,0.0,99.00133333332856,3396.9832215309143
91000,5071.980144999993,1000,0.06,0.0,99.00333333332857,3406.2833018302917
91250,3454.429928333381,1000,0.0825,0.0,99.00266666666191,3415.5911622047424
91500,2858.382755833314,1000,0.105,0.0,99.0006666666619,3424.9174954891205
91750,1346.6821249999741,1000,0.1025,0.0,99.00133333332856,3434.282342672348
92000,3384.666106666634,1000,0.0875,0.0,99.0006666666619,3443.6828434467316
92250,1404.200000000013,1000,0.04,0.0,98.99999999999523,3453.006398677826
92500,3054.033333333376,1000,0.1025,0.0,98.99999999999523,3462.46408700943
92750,4508.633333333297,1000,0.0475,0.0,98.99999999999523,3471.8813354969025
93000,749.1972241666747,1000,0.0425,0.0,99.00333333332857,3481.2094116210938
93250,5994.631500833342,1000,0.04,0.0,99.00199999999523,3490.6522223949432
93500,851.8642625000108,1000,0.055,0.0,99.00299999999523,3500.0491440296173
93750,2741.2821499999964,1000,0.075,0.0,99.00133333332856,3509.455204486847
94000,5374.90000000004,1000,0.05,0.0,98.99999999999523,3518.6476776599884
94250,1208.4327766666895,1000,0.0525,0.0,99.0006666666619,3527.989868402481
94500,6348.165485000002,1000,0.035,0.0,99.00133333332856,3537.341435432434
94750,1564.2494441666647,1000,0.08,0.0,99.0006666666619,3546.752688407898
95000,2454.033333333339,1000,0.0825,0.0,98.99999999999523,3556.066336631775
95250,8420.566071666584,1000,0.075,0.0,99.0006666666619,3565.4376714229584
95500,7803.6666666667725,1000,0.055,0.0,98.99999999999523,3574.7957994937897
95750,817.7999999999877,1000,0.0825,0.0,98.99999999999523,3583.902678012848
96000,2332.549429166658,1000,0.0575,0.0,99.0006666666619,3593.3041446208954
96250,5789.298312500041,1000,0.0675,0.0,99.00133333332856,3602.639814853668
96500,4504.815508333353,1000,0.045,0.0,99.00133333332856,3611.9740014076233
96750,1375.0488149999774,1000,0.0475,0.0,99.00133333332856,3621.3021972179413
97000,4903.615501666615,1000,0.06,0.0,99.00133333332856,3630.658714056015
97250,9135.116088333354,1000,0.0775,0.0,99.0006666666619,3640.035674095154
97500,1306.4488083333088,1000,0.035,0.0,99.00133333332856,3649.1715834140778
97750,6131.133333333307,1000,0.1,0.0,98.99999999999523,3658.535793066025
98000,4463.397712499963,1000,0.085,0.0,99.00199999999523,3667.921741247177
98250,2817.8661124999962,1000,0.075,0.0,99.0006666666619,3677.3084444999695
98500,8993.033333333407,1000,0.05,0.0,98.99999999999523,3686.700250148773
98750,4522.182164999975,1000,0.1025,0.0,99.00133333332856,3696.072292327881
99000,4503.247750833333,1000,0.14,0.0,99.00199999999523,3705.4578104019165
99250,2654.116089166678,1000,0.09,0.0,99.0006666666619,3714.745003223419
99500,5154.149999999954,1000,0.0675,0.0,98.99999999999523,3724.045373916626
99750,3881.049423333381,1000,0.065,0.0,99.0006666666619,3733.4569692611694
100000,7537.92449333341,1000,0.1225,0.0,99.00399999999524,3742.8266201019287
