timestep,mean_reward,coverage_ratio,average_threat_level
90000,290197.7821376282,0.4625,0.0
90250,290683.0135834626,0.245,0.0
90500,290795.51358346554,0.245,0.0
90750,290908.01358346845,0.245,0.0
91000,291260.0802501369,0.245,0.0
91250,291937.7784301369,0.255,0.0
91500,292729.4450968084,0.255,0.0
91750,293521.11176347994,0.255,0.0
92000,294312.77843015146,0.255,0.0
92250,295684.37661015196,0.365,0.0
92500,296681.2599434792,0.3975,0.0
92750,297522.9266101391,0.3975,0.0
93000,298364.59327679896,0.3975,0.0
93250,298426.1914493039,0.12,0.0
93500,299112.6581159736,0.12,0.0
93750,299912.6581159765,0.12,0.0
94000,301335.0247826436,0.12,0.0
94250,301639.3563009769,0.1,0.0
94500,301889.3563009769,0.1,0.0
94750,302139.3563009769,0.1,0.0
95000,302389.3563009769,0.1,0.0
95250,302726.88781681337,0.21,0.0
95500,302701.8878168192,0.21,0.0
95750,302676.887816825,0.21,0.0
96000,302651.88781683083,0.21,0.0
96250,304203.5933484976,0.36,0.0
96500,304635.5149418324,0.4025,0.0
96750,304627.181608501,0.4025,0.0
97000,304618.8482751696,0.4025,0.0
97250,305468.71102433384,0.2825,0.0
97500,305493.711024328,0.2825,0.0
97750,306263.1776909993,0.2825,0.0
98000,307113.1776910051,0.2825,0.0
98250,307562.873879341,0.205,0.0
98500,307545.37387934665,0.205,0.0
98750,308460.6072126821,0.205,0.0
99000,310085.6072126821,0.205,0.0
99250,310389.83868601325,0.1325,0.0
99500,310531.50535267603,0.1325,0.0
99750,310673.1720193388,0.1325,0.0
100000,311532.9053526662,0.1325,0.0
