timestep,mean_reward,coverage_ratio,average_threat_level
83500,260668.94834252296,0.54,0.0
83750,261534.61500919092,0.54,0.0
84000,262434.61500919005,0.54,0.0
84250,263534.0798308561,0.095,0.0
84500,266127.1131641838,0.095,0.0
84750,268906.2798308437,0.095,0.0
85000,271685.44649750355,0.095,0.0
85250,272460.84467750584,0.2225,0.0
85500,273334.61134417576,0.2225,0.0
85750,274554.87801084446,0.2225,0.0
86000,276553.9446775108,0.2225,0.0
86250,276976.9841133469,0.18,0.0
86500,276951.9841133527,0.18,0.0
86750,277654.95078002237,0.18,0.0
87000,278454.9507800253,0.18,0.0
87250,278671.19893502974,0.105,0.0
87500,278837.86560170125,0.105,0.0
87750,279004.5322683728,0.105,0.0
88000,279171.1989350443,0.105,0.0
88250,279631.9779525412,0.14,0.0
88500,280065.61128587055,0.14,0.0
88750,281157.2779525304,0.14,0.0
89000,282831.7112858651,0.14,0.0
89250,283726.88846086775,0.2725,0.0
89500,284581.05512753926,0.2725,0.0
89750,285435.2217942108,0.2725,0.0
90000,286289.3884608823,0.2725,0.0
90250,286950.90329254913,0.2575,0.0
90500,287067.56995921774,0.2575,0.0
90750,287184.23662588635,0.2575,0.0
91000,287300.90329255495,0.2575,0.0
91250,288900.96813422133,0.3475,0.0
91500,291728.88323672244,0.615,0.0
91750,292349.34990339004,0.6725,0.0
92000,292627.44990339037,0.6725,0.0
92250,293529.3647550562,0.2725,0.0
92500,293554.3647550504,0.2725,0.0
92750,293579.3647550446,0.2725,0.0
93000,293604.36475503875,0.2725,0.0
93250,293855.39441087603,0.155,0.0
93500,293830.39441088185,0.155,0.0
93750,293893.16107755376,0.155,0.0
94000,294693.16107755667,0.155,0.0
94250,294956.2759267273,0.135,0.0
94500,295122.9425933988,0.135,0.0
94750,295289.6092600703,0.135,0.0
95000,295456.27592674183,0.135,0.0
95250,296830.7660575758,0.3325,0.0
95500,299523.2660575745,0.625,0.0
95750,299769.6327242385,0.6475,0.0
96000,299844.6327242356,0.6475,0.0
96250,299845.43091173813,0.1,0.0
96500,299770.43091174104,0.1,0.0
96750,299695.43091174396,0.1,0.0
97000,299620.43091174687,0.1,0.0
97250,300805.81238008075,0.2925,0.0
97500,301690.77904675284,0.2925,0.0
97750,303365.77904675575,0.2925,0.0
98000,305040.77904675866,0.2925,0.0
98250,306212.2438759247,0.33,0.0
98500,307175.07720925735,0.33,0.0
98750,308850.07720926026,0.33,0.0
99000,310525.07720926317,0.33,0.0
99250,311118.3610667639,0.21,0.0
99500,311709.17467426363,0.21,0.0
99750,312732.44373676163,0.21,0.0
100000,313833.4776467599,0.21,0.0
