timestep,mean_reward,coverage_ratio,average_threat_level
41750,4732.7225616665955,0.08,0.0
42000,3275.590655000047,0.0975,0.0
42250,7213.512875000021,0.075,0.0
42500,4902.257770000008,0.1175,0.0
42750,7849.49990166659,0.07,0.0
43000,1186.1056400000018,0.1125,0.0
43250,4682.056337500006,0.0575,0.0
43500,2273.278827500011,0.105,0.0
43750,1934.6461325000105,0.045,0.0
44000,1414.3637633333094,0.075,0.0
44250,3488.476224999947,0.095,0.0
44500,3241.368639166716,0.0625,0.0
44750,3806.644489999962,0.06,0.0
45000,1452.709451666681,0.0725,0.0
45250,5845.058121666579,0.04,0.0
45500,1702.2200983333735,0.08,0.0
45750,8807.863691666676,0.0625,0.0
46000,6377.343009166736,0.1075,0.0
46250,2077.2872150000226,0.06,0.0
46500,5758.5080766666415,0.0775,0.0
46750,5223.328023333292,0.0875,0.0
47000,1542.358130000017,0.09,0.0
47250,5128.460804166668,0.0425,0.0
47500,6402.737344166758,0.045,0.0
47750,3290.0922675000515,0.0975,0.0
48000,1700.3370825000213,0.065,0.0
48250,10051.1518891667,0.055,0.0
48500,1267.9868858333443,0.0675,0.0
48750,869.9668958333183,0.0725,0.0
49000,6100.3470541666875,0.0825,0.0
49250,2347.109743333344,0.05,0.0
49500,3364.6244299999535,0.0475,0.0
49750,3036.1199916666333,0.0675,0.0
50000,2012.4295791666964,0.0475,0.0
50250,4321.763766666632,0.0925,0.0
50500,5412.061366666634,0.0675,0.0
50750,5835.263733333395,0.0725,0.0
51000,10134.313654166699,0.0725,0.0
51250,2579.3148516666306,0.055,0.0
51500,9603.94137666669,0.0825,0.0
51750,3633.3470900000207,0.0825,0.0
52000,6467.865488333404,0.0775,0.0
52250,5879.364824166681,0.0675,0.0
52500,9352.222908333386,0.0825,0.0
52750,9435.911316666648,0.07,0.0
53000,861.9119949999854,0.085,0.0
53250,1969.1813333333187,0.045,0.0
53500,10639.130277500155,0.0575,0.0
53750,7219.079628333211,0.0975,0.0
54000,8012.9447099998615,0.05,0.0
54250,2560.094750000011,0.095,0.0
54500,4623.398165000078,0.0575,0.0
54750,2044.7518491666667,0.0625,0.0
55000,4407.6988283333585,0.095,0.0
55250,6741.114826666774,0.04,0.0
55500,3556.1626299999743,0.0675,0.0
55750,6003.231493333286,0.04,0.0
56000,1495.7863000000198,0.0675,0.0
56250,2840.511366666671,0.0525,0.0
56500,2109.547734166693,0.0825,0.0
56750,7231.279486666775,0.1,0.0
57000,3315.2275908332917,0.0725,0.0
57250,1279.1962258333588,0.1125,0.0
57500,5074.126397500007,0.04,0.0
57750,5541.391140000043,0.0675,0.0
58000,1764.6648416666642,0.075,0.0
58250,1550.9929375000002,0.0775,0.0
58500,6568.595870000007,0.05,0.0
58750,7760.42802333331,0.085,0.0
59000,3351.392917499978,0.095,0.0
59250,1576.4239141666667,0.0875,0.0
59500,4455.162605000077,0.1075,0.0
59750,1127.1994233333396,0.065,0.0
60000,2657.7304200000003,0.08,0.0
60250,3329.6612691666246,0.0875,0.0
60500,8702.630419999941,0.03,0.0
60750,4929.462630000022,0.085,0.0
61000,2703.831520833349,0.0975,0.0
61250,3425.1092700000063,0.065,0.0
61500,1493.8488050000158,0.0575,0.0
61750,6315.831659166723,0.065,0.0
62000,1623.6112791666812,0.115,0.0
62250,3950.6959108333344,0.0925,0.0
62500,5831.348187500065,0.0975,0.0
62750,2179.283072500016,0.0175,0.0
63000,5297.741559999939,0.125,0.0
63250,3444.9315158333893,0.075,0.0
63500,6471.444729999959,0.06,0.0
63750,6849.378274166623,0.065,0.0
64000,6537.060895833353,0.09,0.0
64250,4298.063651666656,0.1125,0.0
64500,2666.664819166626,0.0825,0.0
64750,9874.278442500055,0.065,0.0
65000,1542.6648191666668,0.0775,0.0
65250,6254.145970833394,0.0775,0.0
65500,4254.7321116666735,0.0525,0.0
65750,1695.7129800000093,0.05,0.0
66000,8215.230418333298,0.03,0.0
66250,2965.011416666622,0.0475,0.0
66500,1084.6613666666872,0.04,0.0
66750,5103.3597391665835,0.095,0.0
67000,5947.912125000076,0.0375,0.0
67250,4921.11548833334,0.06,0.0
67500,1580.0520341666843,0.0625,0.0
67750,2870.430412499971,0.0925,0.0
68000,4974.298182500011,0.07,0.0
68250,6069.344572500031,0.0925,0.0
68500,4761.814846666628,0.045,0.0
68750,3696.748152499998,0.0975,0.0
69000,5547.7098374999305,0.0775,0.0
69250,6962.677983333343,0.07,0.0
69500,10052.709747499955,0.1075,0.0
69750,1235.226398333357,0.0675,0.0
70000,4410.19427916663,0.0575,0.0
70250,1439.8637033333332,0.0275,0.0
70500,3389.5919674999577,0.0675,0.0
70750,5621.079229166749,0.0625,0.0
71000,5607.9291633333605,0.0925,0.0
71250,7232.672677500039,0.095,0.0
71500,4466.493434999942,0.0625,0.0
71750,8172.28038916654,0.05,0.0
72000,7205.992910833249,0.0875,0.0
72250,6576.313753333408,0.07,0.0
72500,2516.03044,0.09,0.0
72750,4919.430585833315,0.075,0.0
73000,1600.3999999999835,0.035,0.0
73250,6504.593060833221,0.035,0.0
73500,9178.547070833432,0.115,0.0
73750,4483.565466666732,0.1,0.0
74000,3672.931518333293,0.055,0.0
74250,6685.630431666705,0.0925,0.0
74500,5466.748172500079,0.1125,0.0
74750,4970.180440833345,0.0625,0.0
75000,8395.712622499876,0.0825,0.0
75250,2203.481515833343,0.0625,0.0
75500,5200.612087500002,0.0425,0.0
75750,5549.659600000006,0.07,0.0
76000,3988.448172500057,0.065,0.0
76250,1139.8309766666719,0.08,0.0
76500,1329.230408333308,0.06,0.0
76750,5866.895963333387,0.0525,0.0
