#{"t_start": 1768113457.021565, "env_id": "SecurityEnv"}
r,l,t,coverage_ratio,average_threat_level
90666.43964999978,4000,1.919203281402588,1.0,0.6536500000000003
89983.42552750035,4000,3.8049533367156982,1.0,0.63985
91967.28611749968,4000,5.746466636657715,1.0,0.65075
91949.36104250001,4000,7.659762859344482,1.0,0.6527500000000002
93118.0332375005,4000,9.602021932601929,1.0,0.6377500000000002
95717.36632249992,4000,11.488538026809692,1.0,0.6534749999999999
93493.25201499987,4000,13.393473148345947,1.0,0.654975
98521.33435999966,4000,15.282737016677856,1.0,0.6602750000000002
90710.64214750011,4000,17.163118600845337,1.0,0.6683500000000001
89910.52163000013,4000,19.050822973251343,1.0,0.6560250000000001
90959.47678250005,4000,20.94944667816162,1.0,0.6631500000000004
92063.62357749997,4000,22.831111192703247,1.0,0.6424500000000002
91707.87962499984,4000,24.735556602478027,1.0,0.6471750000000001
93028.54202249977,4000,26.625412225723267,1.0,0.6416000000000001
92309.10407999967,4000,28.531320571899414,1.0,0.6547250000000001
92200.78969000031,4000,30.41286277770996,1.0,0.6601250000000003
91126.85217250005,4000,32.29938769340515,1.0,0.6728999999999999
91540.55778500016,4000,34.180886030197144,1.0,0.6476750000000002
89711.0749300002,4000,36.206952810287476,1.0,0.6515500000000002
91054.01509750006,4000,38.09712767601013,1.0,0.6452000000000002
89848.33651250001,4000,39.98285460472107,1.0,0.6571750000000002
93449.6164075002,4000,41.87850737571716,1.0,0.6461500000000001
91203.5334450002,4000,43.76786756515503,1.0,0.6676750000000002
92440.2526549997,4000,45.653592586517334,1.0,0.6525500000000001
92210.75624249998,4000,47.55267691612244,1.0,0.6430250000000001
91479.10900999981,4000,49.43378162384033,1.0,0.6610750000000002
92039.72463750008,4000,51.32747936248779,1.0,0.669475
94933.27558999987,4000,53.22522711753845,1.0,0.6499000000000003
89509.3142775001,4000,55.115766286849976,1.0,0.6655250000000003
90612.9218024995,4000,57.01156663894653,1.0,0.6454000000000001
95957.13141499979,4000,58.909173250198364,1.0,0.6400250000000001
95527.13113500003,4000,60.79641079902649,1.0,0.6550250000000003
88083.88770250011,4000,62.698401927948,1.0,0.6489000000000001
87861.7855849995,4000,64.57689166069031,1.0,0.6594500000000001
95946.3885300001,4000,66.47356176376343,1.0,0.6506500000000002
94937.87504749995,4000,68.49973511695862,1.0,0.6443250000000004
93120.37929750005,4000,70.428715467453,1.0,0.6489500000000002
95317.19949999962,4000,72.35508942604065,1.0,0.6429
93105.3825499999,4000,74.27604365348816,1.0,0.6511000000000001
94838.28726000013,4000,76.15879082679749,1.0,0.6513750000000003
93280.63249749984,4000,78.07902717590332,1.0,0.639175
92660.27377250044,4000,79.97013306617737,1.0,0.6578250000000001
91256.93621750006,4000,81.861989736557,1.0,0.65445
91925.49024000003,4000,83.74261212348938,1.0,0.6651500000000001
88898.61262749996,4000,85.63467383384705,1.0,0.676625
90648.03464750011,4000,87.52519941329956,1.0,0.6557000000000002
89808.91645000012,4000,89.40857982635498,1.0,0.66825
92069.06302000029,4000,91.28825402259827,1.0,0.6532000000000001
96695.28559750013,4000,93.18302321434021,1.0,0.6506000000000002
94578.06029999987,4000,95.07123255729675,1.0,0.6493000000000002
