timestep,episode,reward,estimated_team_reward,coverage_ratio,threat_level_avg,visited_cells,loss,timestamp
250,1,18.513749999999998,55.541250000000005,0.8425,0.3521750000000001,337,0.0,2025-12-24T00:03:01.558577Z
500,1,14.450000000000003,43.35000000000001,0.98,0.35800000000000004,392,0.0,2025-12-24T00:03:01.658412Z
750,1,14.60916666666667,43.827500000000015,0.98,0.4194500000000002,392,0.0,2025-12-24T00:03:01.757965Z
1000,1,18.917083333333345,56.75125000000004,0.98,0.4139750000000001,392,0.0,2025-12-24T00:03:01.856992Z
1250,2,2.1495833333333296,6.448749999999993,0.84,0.3620250000000001,336,0.0,2025-12-24T00:03:01.961192Z
1500,2,5.626250000000003,16.87875000000001,0.98,0.37042500000000006,392,0.0,2025-12-24T00:03:02.060107Z
1750,2,23.003750000000007,69.01125000000002,0.98,0.4547750000000002,392,0.0,2025-12-24T00:03:02.159155Z
2000,2,11.423749999999998,34.271249999999995,0.98,0.41557500000000025,392,0.0,2025-12-24T00:03:02.258290Z
2250,3,8.160138888888888,24.480416666666667,0.8525,0.34172500000000006,341,0.0,2025-12-24T00:03:02.359225Z
2500,3,12.291250000000002,36.87375,0.98,0.3735250000000001,392,0.0,2025-12-24T00:03:02.457559Z
2750,3,5.5779166666666695,16.733750000000008,0.98,0.4463250000000001,392,0.0,2025-12-24T00:03:02.556631Z
3000,3,-7.472916666666668,-22.418750000000006,0.98,0.4273750000000001,392,0.0,2025-12-24T00:03:02.656425Z
3250,4,-1.9800000000000013,-5.940000000000005,0.8,0.3658000000000001,320,0.0,2025-12-24T00:03:02.769127Z
3500,4,6.5834722222222215,19.750416666666666,0.98,0.41032500000000005,392,0.0,2025-12-24T00:03:02.867991Z
3750,4,-7.286666666666671,-21.860000000000014,0.98,0.45020000000000027,392,0.0,2025-12-24T00:03:02.967054Z
4000,4,6.557499999999998,19.672499999999996,0.98,0.41955000000000003,392,0.0,2025-12-24T00:03:03.066739Z
4250,5,17.76291666666667,53.28875000000001,0.835,0.31922500000000015,334,0.0,2025-12-24T00:03:03.170254Z
4500,5,-7.225000000000001,-21.675000000000004,0.98,0.4145000000000001,392,0.0,2025-12-24T00:03:03.268967Z
4750,5,1.741666666666668,5.225000000000005,0.98,0.45650000000000013,392,0.0,2025-12-24T00:03:03.368110Z
5000,5,20.494583333333356,61.48375000000007,0.98,0.37932500000000013,392,0.0,2025-12-24T00:03:03.466667Z
5250,6,12.09833333333335,36.29500000000005,0.8075,0.3671000000000001,323,0.0,2025-12-24T00:03:03.569027Z
