timestep,episode,reward,coverage_ratio,threat_level_avg,visited_cells
144750,37,8184.998122499892,0.14,0.9675,0
145000,37,10972.498122499801,0.14,0.9675,0
145250,37,13759.99812249971,0.14,0.9675,0
145500,37,16547.498122499645,0.14,0.9675,0
145750,37,19334.99812250001,0.14,0.9675,0
146000,37,22122.498122500372,0.14,0.9675,0
146250,37,24909.998122500736,0.14,0.9675,0
146500,37,28426.09812250096,0.14,0.9675,0
146750,37,33688.59812250094,0.14,0.9675,0
147000,37,38951.098122501666,0.14,0.9675,0
147250,37,44213.59812250239,0.14,0.9675,0
147500,37,49476.09812250312,0.14,0.9675,0
147750,37,54738.59812250385,0.14,0.9675,0
148000,37,60125.79812250456,0.14,0.9675,0
148250,38,596.8980875000047,0.09,0.965,0
148500,38,934.3980875000104,0.09,0.965,0
148750,38,1271.8980874999952,0.09,0.965,0
149000,38,2922.0980874999836,0.09,0.965,0
149250,38,5734.598087499984,0.09,0.965,0
149500,38,8547.098087499984,0.09,0.965,0
149750,38,11359.598087499984,0.09,0.965,0
150000,38,14172.098087499984,0.09,0.965,0
150250,38,16984.598087499984,0.09,0.965,0
150500,38,19797.098087499984,0.09,0.965,0
150750,38,22609.598087499984,0.09,0.965,0
151000,38,25422.098087499984,0.09,0.965,0
151250,38,28234.598087499984,0.09,0.965,0
151500,38,33428.99808750032,0.09,0.965,0
151750,38,38716.49808750068,0.09,0.965,0
152000,38,44003.998087501044,0.09,0.965,0
152250,39,660.4981224999999,0.095,0.9675,0
152500,39,972.9981224999999,0.095,0.9675,0
152750,39,1285.4981225,0.095,0.9675,0
153000,39,3771.998122500019,0.095,0.9675,0
153250,39,6559.498122499941,0.095,0.9675,0
153500,39,9346.99812249985,0.095,0.9675,0
153750,39,12134.49812249976,0.095,0.9675,0
154000,39,14921.998122499668,0.095,0.9675,0
154250,39,17709.498122499794,0.095,0.9675,0
154500,39,20496.998122500157,0.095,0.9675,0
154750,39,23284.49812250052,0.095,0.9675,0
155000,39,26071.998122500885,0.095,0.9675,0
155250,39,28859.49812250125,0.095,0.9675,0
155500,39,31646.998122501613,0.095,0.9675,0
155750,39,34434.49812250197,0.095,0.9675,0
156000,39,37221.99812250234,0.095,0.9675,0
156250,40,3990.448122500013,0.08,0.965,0
156500,40,9277.948122499925,0.08,0.965,0
156750,40,14565.448122499834,0.08,0.965,0
157000,40,19852.94812250004,0.08,0.965,0
157250,40,25140.448122500406,0.08,0.965,0
157500,40,30427.94812250077,0.08,0.965,0
157750,40,35715.44812250113,0.08,0.965,0
158000,40,41002.9481225015,0.08,0.965,0
158250,40,46290.44812250186,0.08,0.965,0
158500,40,52019.448122502276,0.08,0.965,0
158750,40,59781.948122503,0.08,0.965,0
159000,40,69282.84812250276,0.08,0.965,0
159250,40,81625.04812250381,0.08,0.965,0
159500,40,94337.54812250526,0.08,0.965,0
159750,40,107050.04812250672,0.08,0.965,0
160000,40,119762.54812250817,0.08,0.965,0
160250,41,2978.598104999999,0.29,0.8279000000000001,0
160500,41,3566.0981049999764,0.29,0.94,0
160750,41,5080.198104999961,0.29,0.94,0
161000,41,9580.098104999919,0.29,0.94,0
161250,41,17592.59810499974,0.29,0.94,0
161500,41,25605.098104999557,0.29,0.94,0
161750,41,33617.59810499947,0.29,0.94,0
162000,41,41630.0981050002,0.29,0.94,0
162250,41,49642.59810500093,0.29,0.94,0
162500,41,57655.098105001656,0.29,0.94,0
162750,41,66643.69810500187,0.29,0.94,0
163000,41,77131.19810500114,0.29,0.94,0
163250,41,89327.39810500183,0.29,0.94,0
163500,41,102289.89810500329,0.29,0.94,0
163750,41,115252.39810500474,0.29,0.94,0
164000,41,128214.8981050062,0.29,0.94,0
164250,42,2698.498105000013,0.1125,0.9675,0
164500,42,5485.998104999979,0.1125,0.9675,0
164750,42,8273.498104999888,0.1125,0.9675,0
165000,42,11060.998104999797,0.1125,0.9675,0
165250,42,13848.498104999706,0.1125,0.9675,0
165500,42,16635.998104999657,0.1125,0.9675,0
165750,42,19423.49810500002,0.1125,0.9675,0
166000,42,22210.998105000384,0.1125,0.9675,0
166250,42,24998.49810500075,0.1125,0.9675,0
166500,42,27785.998105001112,0.1125,0.9675,0
166750,42,30573.498105001476,0.1125,0.9675,0
167000,42,33360.99810500184,0.1125,0.9675,0
167250,42,36148.4981050022,0.1125,0.9675,0
167500,42,38935.99810500257,0.1125,0.9675,0
167750,42,41723.49810500293,0.1125,0.9675,0
168000,42,44510.998105003295,0.1125,0.9675,0
168250,43,576.6481199999954,0.09,0.97,0
168500,43,864.1481199999897,0.09,0.97,0
168750,43,1151.6481199999967,0.09,0.97,0
169000,43,1439.1481200000194,0.09,0.97,0
169250,43,1726.6481200000421,0.09,0.97,0
169500,43,2014.1481200000649,0.09,0.97,0
169750,43,3901.4481200001014,0.09,0.97,0
170000,43,6663.948120000146,0.09,0.97,0
170250,43,9426.44812000009,0.09,0.97,0
170500,43,12188.948119999908,0.09,0.97,0
170750,43,14951.448119999726,0.09,0.97,0
171000,43,20085.948119999877,0.09,0.97,0
171250,43,26972.748119999716,0.09,0.97,0
171500,43,34685.248119999356,0.09,0.97,0
171750,43,42397.74811999899,0.09,0.97,0
172000,43,50110.24811999863,0.09,0.97,0
172250,44,647.4981199999949,0.105,0.9725,0
172500,44,909.9981199999835,0.105,0.9725,0
172750,44,1172.4981199999722,0.105,0.9725,0
173000,44,1434.9981199999609,0.105,0.9725,0
173250,44,1960.798119999951,0.105,0.9725,0
173500,44,4698.298119999908,0.105,0.9725,0
173750,44,7435.798119999862,0.105,0.9725,0
174000,44,10173.298119999981,0.105,0.9725,0
174250,44,12910.798120000163,0.105,0.9725,0
174500,44,15648.298120000345,0.105,0.9725,0
174750,44,18385.798120000527,0.105,0.9725,0
175000,44,21123.29812000071,0.105,0.9725,0
175250,44,23860.79812000089,0.105,0.9725,0
175500,44,26598.298120001073,0.105,0.9725,0
175750,44,29335.798120001255,0.105,0.9725,0
176000,44,32073.298120001436,0.105,0.9725,0
176250,45,648.7981225000034,0.01,0.94,0
176500,45,3162.798122500005,0.01,0.94,0
176750,45,6225.298122500005,0.01,0.94,0
177000,45,9287.798122500004,0.01,0.94,0
177250,45,14603.498122499925,0.01,0.94,0
177500,45,20140.998122500143,0.01,0.94,0
177750,45,27159.4981225002,0.01,0.94,0
178000,45,35171.99812250029,0.01,0.94,0
178250,45,43744.798122500746,0.01,0.94,0
178500,45,54232.29812250002,0.01,0.94,0
178750,45,64719.79812249929,0.01,0.94,0
179000,45,75777.49812249899,0.01,0.94,0
179250,45,88741.49812250044,0.01,0.94,0
179500,45,104118.19812250054,0.01,0.94,0
179750,45,121992.89812249916,0.01,0.94,0
180000,45,139905.39812249772,0.01,0.94,0
180250,46,2424.7480874999947,0.275,0.947025,0
180500,46,2887.248087499972,0.275,0.9525,0
180750,46,5276.248087499966,0.275,0.9525,0
181000,46,8213.748087499966,0.275,0.9525,0
181250,46,11151.248087499966,0.275,0.9525,0
181500,46,15045.048087499934,0.275,0.9525,0
181750,46,20457.548087500185,0.275,0.9525,0
182000,46,25870.04808750055,0.275,0.9525,0
182250,46,31282.548087500913,0.275,0.9525,0
182500,46,36695.04808750127,0.275,0.9525,0
182750,46,42107.54808750164,0.275,0.9525,0
183000,46,47520.048087502,0.275,0.9525,0
183250,46,52932.548087502364,0.275,0.9525,0
183500,46,58345.04808750273,0.275,0.9525,0
183750,46,64129.74808750313,0.275,0.9525,0
184000,46,72017.24808750386,0.275,0.9525,0
184250,47,530.2981200000046,0.07,0.965,0
184500,47,867.7981200000103,0.07,0.965,0
184750,47,1205.2981200000006,0.07,0.965,0
185000,47,1542.7981199999779,0.07,0.965,0
185250,47,1880.2981199999551,0.07,0.965,0
185500,47,2217.7981199999326,0.07,0.965,0
185750,47,2555.29811999991,0.07,0.965,0
186000,47,2892.798119999887,0.07,0.965,0
186250,47,3230.2981199998644,0.07,0.965,0
186500,47,3567.7981199998417,0.07,0.965,0
186750,47,3905.298119999819,0.07,0.965,0
187000,47,4242.798119999846,0.07,0.965,0
187250,47,4580.298119999937,0.07,0.965,0
187500,47,4917.798120000028,0.07,0.965,0
187750,47,5255.298120000119,0.07,0.965,0
188000,47,7915.298120000128,0.07,0.965,0
188250,48,802.5981150000042,0.11,0.9525,0
188500,48,1265.098114999995,0.11,0.9525,0
188750,48,1727.5981149999723,0.11,0.9525,0
189000,48,3473.0981149999607,0.11,0.9525,0
189250,48,6410.598114999961,0.11,0.9525,0
189500,48,9370.59811499996,0.11,0.9525,0
189750,48,14756.598114999873,0.11,0.9525,0
190000,48,20169.0981150001,0.11,0.9525,0
190250,48,25581.598115000463,0.11,0.9525,0
190500,48,30994.098115000827,0.11,0.9525,0
190750,48,36406.59811500119,0.11,0.9525,0
191000,48,41819.09811500155,0.11,0.9525,0
191250,48,47231.598115001914,0.11,0.9525,0
191500,48,52644.09811500228,0.11,0.9525,0
191750,48,58056.59811500264,0.11,0.9525,0
192000,48,63469.098115003006,0.11,0.9525,0
192250,49,1851.6980875000015,0.045,0.9525,0
192500,49,4789.198087500001,0.045,0.9525,0
192750,49,8316.698087499983,0.045,0.9525,0
193000,49,13729.198087499892,0.045,0.9525,0
193250,49,19141.698087500034,0.045,0.9525,0
193500,49,24554.198087500397,0.045,0.9525,0
193750,49,30655.69808750063,0.045,0.9525,0
194000,49,38543.198087501114,0.045,0.9525,0
194250,49,48673.99808750058,0.045,0.9525,0
194500,49,59036.49808749985,0.045,0.9525,0
194750,49,69398.99808749913,0.045,0.9525,0
195000,49,79761.4980874984,0.045,0.9525,0
195250,49,90123.99808749768,0.045,0.9525,0
195500,49,100486.49808749695,0.045,0.9525,0
195750,49,110848.99808749622,0.045,0.9525,0
196000,49,121211.49808749549,0.045,0.9525,0
196250,50,980.5980875000039,0.14,0.9525,0
196500,50,1443.0980874999839,0.14,0.9525,0
196750,50,1905.5980874999611,0.14,0.9525,0
197000,50,4334.198087499955,0.14,0.9525,0
197250,50,7271.698087499955,0.14,0.9525,0
197500,50,10209.198087499955,0.14,0.9525,0
197750,50,13146.698087499955,0.14,0.9525,0
198000,50,17961.198087500023,0.14,0.9525,0
198250,50,23373.698087500386,0.14,0.9525,0
198500,50,28786.19808750075,0.14,0.9525,0
198750,50,36451.89808750106,0.14,0.9525,0
199000,50,44339.39808750179,0.14,0.9525,0
199250,50,52816.898087502224,0.14,0.9525,0
199500,50,63179.3980875015,0.14,0.9525,0
199750,50,73541.89808750077,0.14,0.9525,0
200000,50,83904.39808750004,0.14,0.9525,0
