timestep,episode,reward,estimated_team_reward,coverage_ratio,threat_level_avg,visited_cells,loss,timestamp
250,1,21.831249999999997,65.49374999999999,0.83,0.3831250000000002,332,0.0,2025-12-23T23:59:46.844753Z
500,1,-5.995277777777779,-17.985833333333336,0.98,0.3480500000000001,392,0.0,2025-12-23T23:59:46.942855Z
750,1,3.273333333333329,9.819999999999986,0.98,0.35360000000000014,392,0.0,2025-12-23T23:59:47.041411Z
1000,1,2.8054166666666633,8.416249999999991,0.98,0.40667500000000006,392,0.0,2025-12-23T23:59:47.139650Z
1250,2,12.630833333333339,37.89250000000001,0.7975,0.3511500000000002,319,0.0,2025-12-23T23:59:47.245483Z
1500,2,22.355000000000025,67.06500000000008,0.98,0.32670000000000016,392,0.0,2025-12-23T23:59:47.343323Z
1750,2,3.8954166666666667,11.686250000000001,0.98,0.3792750000000001,392,0.0,2025-12-23T23:59:47.441079Z
2000,2,0.036249999999999005,0.10874999999999702,0.98,0.4548250000000001,392,0.0,2025-12-23T23:59:47.538692Z
2250,3,-3.920694444444444,-11.762083333333331,0.7975,0.375575,319,0.0,2025-12-23T23:59:47.643723Z
2500,3,8.224722222222246,24.67416666666674,0.98,0.3308500000000001,392,0.0,2025-12-23T23:59:47.741691Z
2750,3,8.755416666666672,26.266250000000014,0.98,0.359675,392,0.0,2025-12-23T23:59:47.840655Z
3000,3,-8.010000000000003,-24.03000000000001,0.98,0.4596000000000002,392,0.0,2025-12-23T23:59:47.940688Z
3250,4,9.135000000000002,27.40500000000001,0.8375,0.37490000000000007,335,0.0,2025-12-23T23:59:48.039679Z
3500,4,-5.872083333333336,-17.616250000000008,0.98,0.33232500000000015,392,0.0,2025-12-23T23:59:48.137451Z
3750,4,3.392083333333331,10.176249999999996,0.98,0.3414749999999999,392,0.0,2025-12-23T23:59:48.236204Z
4000,4,3.28958333333333,9.868749999999991,0.98,0.4156250000000001,392,0.0,2025-12-23T23:59:48.334355Z
4250,5,3.089999999999997,9.269999999999996,0.825,0.3856,330,0.0,2025-12-23T23:59:48.432675Z
4500,5,-3.3470833333333334,-10.041250000000002,0.98,0.32582500000000003,392,0.0,2025-12-23T23:59:48.532052Z
4750,5,5.161250000000001,15.483750000000004,0.98,0.34332500000000005,392,0.0,2025-12-23T23:59:48.631223Z
5000,5,5.72875,17.18625,0.98,0.41327500000000017,392,0.0,2025-12-23T23:59:48.730766Z
5250,6,27.59583333333333,82.7875,0.8325,0.36925,333,0.0,2025-12-23T23:59:48.831910Z
