timestep,episode,reward,coverage_ratio,threat_level_avg,visited_cells
28750,8,8556.198122499998,0.1975,0.965,0
29000,8,11368.698122499998,0.1975,0.965,0
29250,8,14454.398122499992,0.1975,0.965,0
29500,8,19741.898122500188,0.1975,0.965,0
29750,8,27282.598122500076,0.1975,0.965,0
30000,8,35045.09812250016,0.1975,0.965,0
30250,8,43456.99812250056,0.1975,0.965,0
30500,8,53694.498122499834,0.1975,0.965,0
30750,8,63931.998122499106,0.1975,0.965,0
31000,8,75214.89812249922,0.1975,0.965,0
31250,8,88844.09812250019,0.1975,0.965,0
31500,8,104031.59812250019,0.1975,0.965,0
31750,8,119219.09812250019,0.1975,0.965,0
32000,8,134406.5981225002,0.1975,0.965,0
32250,9,1867.548122500002,0.1,0.965,0
32500,9,4680.048122500001,0.1,0.965,0
32750,9,7492.548122500001,0.1,0.965,0
33000,9,10305.0481225,0.1,0.965,0
33250,9,13117.5481225,0.1,0.965,0
33500,9,15930.0481225,0.1,0.965,0
33750,9,18966.24812250002,0.1,0.965,0
34000,9,24253.748122500383,0.1,0.965,0
34250,9,29541.248122500747,0.1,0.965,0
34500,9,34828.74812250111,0.1,0.965,0
34750,9,40116.24812250147,0.1,0.965,0
35000,9,45403.748122501835,0.1,0.965,0
35250,9,50691.2481225022,0.1,0.965,0
35500,9,58093.34812250286,0.1,0.965,0
35750,9,65855.84812250358,0.1,0.965,0
36000,9,73618.3481225043,0.1,0.965,0
36250,10,551.0981175000046,0.075,0.965,0
36500,10,888.5981175000103,0.075,0.965,0
36750,10,2588.2981175000104,0.075,0.965,0
37000,10,5400.79811750001,0.075,0.965,0
37250,10,8213.29811750001,0.075,0.965,0
37500,10,11025.79811750001,0.075,0.965,0
37750,10,13838.29811750001,0.075,0.965,0
38000,10,16650.79811750001,0.075,0.965,0
38250,10,19463.29811750001,0.075,0.965,0
38500,10,22275.79811750001,0.075,0.965,0
38750,10,25088.29811750001,0.075,0.965,0
39000,10,27900.79811750001,0.075,0.965,0
39250,10,31026.09811750004,0.075,0.965,0
39500,10,36313.598117500405,0.075,0.965,0
39750,10,41601.09811750077,0.075,0.965,0
40000,10,46888.59811750113,0.075,0.965,0
40250,11,1210.4981049999878,0.16,0.965,0
40500,11,1547.998104999965,0.16,0.965,0
40750,11,1885.4981049999424,0.16,0.965,0
41000,11,2506.0981049999214,0.16,0.965,0
41250,11,5318.598104999921,0.16,0.965,0
41500,11,8131.098104999921,0.16,0.965,0
41750,11,12955.198104999854,0.16,0.965,0
42000,11,22564.99810499993,0.16,0.965,0
42250,11,32802.49810500011,0.16,0.965,0
42500,11,43039.99810499938,0.16,0.965,0
42750,11,53277.49810499865,0.16,0.965,0
43000,11,63514.998104997925,0.16,0.965,0
43250,11,73752.4981049972,0.16,0.965,0
43500,11,83989.99810499647,0.16,0.965,0
43750,11,94227.49810499574,0.16,0.965,0
44000,11,104464.99810499501,0.16,0.965,0
44250,12,2599.4481200000137,0.15,0.98,0
44500,12,5673.748120000004,0.15,0.98,0
44750,12,10811.248119999933,0.15,0.98,0
45000,12,15948.748119999751,0.15,0.98,0
45250,12,21086.24811999957,0.15,0.98,0
45500,12,26223.74811999939,0.15,0.98,0
45750,12,31361.248119999207,0.15,0.98,0
46000,12,36498.748119999684,0.15,0.98,0
46250,12,41636.24812000041,0.15,0.98,0
46500,12,46773.74812000114,0.15,0.98,0
46750,12,51911.24812000187,0.15,0.98,0
47000,12,57048.748120002594,0.15,0.98,0
47250,12,62186.24812000332,0.15,0.98,0
47500,12,67323.74812000405,0.15,0.98,0
47750,12,72461.24812000478,0.15,0.98,0
48000,12,77598.7481200055,0.15,0.98,0
48250,13,396.69812000000167,0.025,0.965,0
48500,13,2660.6981200000027,0.025,0.965,0
48750,13,6736.39811999996,0.025,0.965,0
49000,13,12023.898119999869,0.025,0.965,0
49250,13,17311.398119999856,0.025,0.965,0
49500,13,22598.89812000022,0.025,0.965,0
49750,13,27886.398120000584,0.025,0.965,0
50000,13,33173.898120000944,0.025,0.965,0
50250,13,38461.39812000131,0.025,0.965,0
50500,13,43853.79812000167,0.025,0.965,0
50750,13,51616.2981200024,0.025,0.965,0
51000,13,59378.79812000313,0.025,0.965,0
51250,13,67141.29812000385,0.025,0.965,0
51500,13,74903.79812000458,0.025,0.965,0
51750,13,82666.2981200053,0.025,0.965,0
52000,13,90428.79812000603,0.025,0.965,0
52250,14,4081.8480899999995,0.3475,0.7036,0
52500,14,5105.448090000079,0.385,0.9525,0
52750,14,5567.94809000017,0.385,0.9525,0
53000,14,6030.448090000261,0.385,0.9525,0
53250,14,6492.948090000352,0.385,0.9525,0
53500,14,6955.448090000443,0.385,0.9525,0
53750,14,7417.948090000534,0.385,0.9525,0
54000,14,7880.448090000625,0.385,0.9525,0
54250,14,8342.948090000715,0.385,0.9525,0
54500,14,10761.648090000737,0.385,0.9525,0
54750,14,14893.048090000697,0.385,0.9525,0
55000,14,20305.548090000935,0.385,0.9525,0
55250,14,25718.0480900013,0.385,0.9525,0
55500,14,31130.548090001663,0.385,0.9525,0
55750,14,36543.04809000203,0.385,0.9525,0
56000,14,43218.74809000256,0.385,0.9525,0
56250,15,2700.899999999993,0.25,0.930625,0
56500,15,4931.499999999985,0.25,0.9525,0
56750,15,7868.999999999985,0.25,0.9525,0
57000,15,13020.099999999908,0.25,0.9525,0
57250,15,18432.599999999988,0.25,0.9525,0
57500,15,23845.10000000035,0.25,0.9525,0
57750,15,29257.600000000715,0.25,0.9525,0
58000,15,34670.100000001075,0.25,0.9525,0
58250,15,40082.60000000144,0.25,0.9525,0
58500,15,45495.1000000018,0.25,0.9525,0
58750,15,50907.60000000217,0.25,0.9525,0
59000,15,56320.10000000253,0.25,0.9525,0
59250,15,61732.600000002894,0.25,0.9525,0
59500,15,67145.10000000271,0.25,0.9525,0
59750,15,72557.60000000126,0.25,0.9525,0
60000,15,78649.20000000032,0.25,0.9525,0
60250,16,825.3981174999999,0.115,0.9675,0
60500,16,1137.8981175,0.115,0.9675,0
60750,16,2238.3981175000063,0.115,0.9675,0
61000,16,6615.798117500042,0.115,0.9675,0
61250,16,11878.298117499928,0.115,0.9675,0
61500,16,18037.698117499862,0.115,0.9675,0
61750,16,25775.198117500044,0.115,0.9675,0
62000,16,33512.698117500135,0.115,0.9675,0
62250,16,42176.79811749953,0.115,0.9675,0
62500,16,52389.298117499166,0.115,0.9675,0
62750,16,62601.7981174988,0.115,0.9675,0
63000,16,72814.29811749974,0.115,0.9675,0
63250,16,83026.7981175012,0.115,0.9675,0
63500,16,93239.29811750265,0.115,0.9675,0
63750,16,103451.7981175041,0.115,0.9675,0
64000,16,113664.29811750556,0.115,0.9675,0
64250,17,917.498122500004,0.1175,0.965,0
64500,17,1254.9981224999901,0.1175,0.965,0
64750,17,1592.4981224999674,0.1175,0.965,0
65000,17,1929.9981224999447,0.1175,0.965,0
65250,17,2267.498122499922,0.1175,0.965,0
65500,17,2604.998122499899,0.1175,0.965,0
65750,17,2942.4981224998764,0.1175,0.965,0
66000,17,3279.9981224998537,0.1175,0.965,0
66250,17,3617.498122499831,0.1175,0.965,0
66500,17,3954.9981224998082,0.1175,0.965,0
66750,17,4292.498122499852,0.1175,0.965,0
67000,17,5863.498122499901,0.1175,0.965,0
67250,17,8675.998122499901,0.1175,0.965,0
67500,17,11488.498122499901,0.1175,0.965,0
67750,17,14300.998122499901,0.1175,0.965,0
68000,17,18257.898122500024,0.1175,0.965,0
68250,18,4293.148119999999,0.3475,0.7015750000000002,0
68500,18,11678.435522499965,0.62,0.6403750000000002,0
68750,18,18104.035522500053,0.7925,0.94,0
69000,18,23641.535522500417,0.7925,0.94,0
69250,18,31402.53552250031,0.7925,0.94,0
69500,18,39415.03552250088,0.7925,0.94,0
69750,18,47427.53552250161,0.7925,0.94,0
70000,18,55440.03552250234,0.7925,0.94,0
70250,18,63452.535522503065,0.7925,0.94,0
70500,18,73549.93552250262,0.7925,0.94,0
70750,18,84037.4355225019,0.7925,0.94,0
71000,18,94996.1355225015,0.7925,0.94,0
71250,18,107958.63552250295,0.7925,0.94,0
71500,18,120921.13552250441,0.7925,0.94,0
71750,18,133883.63552250585,0.7925,0.94,0
72000,18,146846.1355225073,0.7925,0.94,0
72250,19,636.5481050000033,0.0125,0.94,0
72500,19,1224.0481049999992,0.0125,0.94,0
72750,19,1811.5481049999764,0.0125,0.94,0
73000,19,4786.84810499996,0.0125,0.94,0
73250,19,12597.348104999865,0.0125,0.94,0
73500,19,20609.848104999684,0.0125,0.94,0
73750,19,28622.348104999503,0.0125,0.94,0
74000,19,37779.24810499914,0.0125,0.94,0
74250,19,49005.24810499851,0.0125,0.94,0
74500,19,61967.74810499814,0.0125,0.94,0
74750,19,74930.2481049991,0.0125,0.94,0
75000,19,87892.74810500056,0.0125,0.94,0
75250,19,100855.24810500201,0.0125,0.94,0
75500,19,113817.74810500347,0.0125,0.94,0
75750,19,126780.24810500492,0.0125,0.94,0
76000,19,139742.74810500638,0.0125,0.94,0
76250,20,1331.3981199999866,0.1625,0.965,0
76500,20,1668.898119999964,0.1625,0.965,0
76750,20,2006.3981199999412,0.1625,0.965,0
77000,20,2343.8981199999184,0.1625,0.965,0
77250,20,2681.3981199998957,0.1625,0.965,0
77500,20,3985.098119999881,0.1625,0.965,0
77750,20,6797.5981199998805,0.1625,0.965,0
78000,20,9610.09811999988,0.1625,0.965,0
78250,20,12422.59811999988,0.1625,0.965,0
78500,20,15235.09811999988,0.1625,0.965,0
78750,20,18736.598119999966,0.1625,0.965,0
79000,20,24024.09812000033,0.1625,0.965,0
79250,20,29311.598120000694,0.1625,0.965,0
79500,20,34599.09812000106,0.1625,0.965,0
79750,20,39886.59812000142,0.1625,0.965,0
80000,20,45174.098120001785,0.1625,0.965,0
80250,21,670.2981175000042,0.0925,0.965,0
80500,21,1007.7981175000099,0.0925,0.965,0
80750,21,1345.2981174999886,0.0925,0.965,0
81000,21,1682.7981174999659,0.0925,0.965,0
81250,21,2020.2981174999431,0.0925,0.965,0
81500,21,2357.7981174999204,0.0925,0.965,0
81750,21,2695.2981174998977,0.0925,0.965,0
82000,21,3032.798117499875,0.0925,0.965,0
82250,21,3370.298117499852,0.0925,0.965,0
82500,21,3707.7981174998295,0.0925,0.965,0
82750,21,4045.2981174998067,0.0925,0.965,0
83000,21,4382.79811749988,0.0925,0.965,0
83250,21,4720.298117499971,0.0925,0.965,0
83500,21,5057.798117500062,0.0925,0.965,0
83750,21,5395.298117500153,0.0925,0.965,0
84000,21,5732.798117500244,0.0925,0.965,0
84250,22,599.9481225000046,0.0775,0.965,0
84500,22,937.4481225000103,0.0775,0.965,0
84750,22,1274.948122499995,0.0775,0.965,0
85000,22,1612.4481224999722,0.0775,0.965,0
85250,22,1949.9481224999495,0.0775,0.965,0
85500,22,2287.4481224999267,0.0775,0.965,0
85750,22,2624.948122499904,0.0775,0.965,0
86000,22,4625.7481224998955,0.0775,0.965,0
86250,22,9875.448122499809,0.0775,0.965,0
86500,22,16218.248122499683,0.0775,0.965,0
86750,22,23980.748122499503,0.0775,0.965,0
87000,22,31743.24812249932,0.0775,0.965,0
87250,22,41640.14812249873,0.0775,0.965,0
87500,22,51877.648122498,0.0775,0.965,0
87750,22,62115.148122497274,0.0775,0.965,0
88000,22,72352.64812249655,0.0775,0.965,0
88250,23,882.5480874999998,0.13,0.9675,0
88500,23,1195.0480874999998,0.13,0.9675,0
88750,23,1507.5480874999998,0.13,0.9675,0
89000,23,1820.0480874999998,0.13,0.9675,0
89250,23,2132.5480875,0.13,0.9675,0
89500,23,2445.0480875,0.13,0.9675,0
89750,23,2757.5480875,0.13,0.9675,0
90000,23,5843.948087500024,0.13,0.9675,0
90250,23,11106.448087499943,0.13,0.9675,0
90500,23,16368.94808749976,0.13,0.9675,0
90750,23,21631.44808749958,0.13,0.9675,0
91000,23,26893.948087499397,0.13,0.9675,0
91250,23,33023.6480874993,0.13,0.9675,0
91500,23,40761.14808749857,0.13,0.9675,0
91750,23,48498.648087497844,0.13,0.9675,0
92000,23,56236.14808749712,0.13,0.9675,0
92250,24,713.4981050000048,0.07,0.9525,0
92500,24,1175.998105000001,0.07,0.9525,0
92750,24,1638.4981049999783,0.07,0.9525,0
93000,24,4076.998104999973,0.07,0.9525,0
93250,24,7014.498104999973,0.07,0.9525,0
93500,24,9951.998104999973,0.07,0.9525,0
93750,24,14786.298104999907,0.07,0.9525,0
94000,24,20198.798105000136,0.07,0.9525,0
94250,24,25611.2981050005,0.07,0.9525,0
94500,24,31023.798105000864,0.07,0.9525,0
94750,24,37313.39810500134,0.07,0.9525,0
95000,24,45200.89810500207,0.07,0.9525,0
95250,24,54658.49810500193,0.07,0.9525,0
95500,24,65020.9981050012,0.07,0.9525,0
95750,24,75383.49810500047,0.07,0.9525,0
96000,24,85745.99810499974,0.07,0.9525,0
96250,25,598.298105,0.05,0.955,0
96500,25,1035.798105,0.05,0.955,0
96750,25,1473.298105,0.05,0.955,0
97000,25,1910.798105,0.05,0.955,0
97250,25,2348.2981050000003,0.05,0.955,0
97500,25,2785.7981050000003,0.05,0.955,0
97750,25,3223.2981050000003,0.05,0.955,0
98000,25,3660.7981050000003,0.05,0.955,0
98250,25,4098.298105000001,0.05,0.955,0
98500,25,4535.798105000001,0.05,0.955,0
98750,25,4973.298105000001,0.05,0.955,0
99000,25,6842.298104999952,0.05,0.955,0
99250,25,11037.798104999818,0.05,0.955,0
99500,25,16425.298104999638,0.05,0.955,0
99750,25,23432.39810499968,0.05,0.955,0
100000,25,31294.898104999862,0.05,0.955,0
100250,26,498.34812250000385,0.0575,0.965,0
100500,26,835.8481225000095,0.0575,0.965,0
100750,26,2050.4481225000095,0.0575,0.965,0
101000,26,4862.948122500009,0.0575,0.965,0
101250,26,7675.448122500009,0.0575,0.965,0
101500,26,10487.948122500009,0.0575,0.965,0
101750,26,13300.448122500009,0.0575,0.965,0
102000,26,16112.948122500009,0.0575,0.965,0
102250,26,18925.44812250001,0.0575,0.965,0
102500,26,22120.04812250005,0.0575,0.965,0
102750,26,27407.548122500415,0.0575,0.965,0
103000,26,32695.04812250078,0.0575,0.965,0
103250,26,37982.54812250114,0.0575,0.965,0
103500,26,43270.0481225015,0.0575,0.965,0
103750,26,48557.54812250187,0.0575,0.965,0
104000,26,53845.04812250223,0.0575,0.965,0
104250,27,694.048129999999,0.0025,0.9406,0
104500,27,1276.0406300000036,0.0025,0.9406,0
104750,27,1858.0331300000162,0.0025,0.9406,0
105000,27,3158.307922500033,0.0025,0.943075,0
105250,27,4965.269485000082,0.0025,0.943075,0
105500,27,7044.724600000157,0.0025,0.9455500000000001,0
105750,27,10298.050500000236,0.0025,0.9505,0
106000,27,15779.91925000034,0.0025,0.9505,0
106250,27,21261.78800000044,0.0025,0.9505,0
106500,27,27790.330750000452,0.0025,0.952975,0
106750,27,34497.16856250057,0.0025,0.952975,0
107000,27,41251.105575001005,0.0025,0.95485,0
107250,27,49182.9124950018,0.0025,0.95545,0
107500,27,57568.408345002375,0.0025,0.9579249999999999,0
107750,27,67448.46645000244,0.0025,0.9603999999999999,0
108000,27,77830.21145000121,0.0025,0.9603999999999999,0
108250,28,633.3981225000001,0.015,0.9425,0
108500,28,1195.8981225000002,0.015,0.9425,0
108750,28,1758.3981225000002,0.015,0.9425,0
109000,28,2320.8981225,0.015,0.9425,0
109250,28,2883.3981225,0.015,0.9425,0
109500,28,3445.8981225,0.015,0.9425,0
109750,28,4008.3981225,0.015,0.9425,0
110000,28,4570.898122500001,0.015,0.9425,0
110250,28,5133.398122500001,0.015,0.9425,0
110500,28,5695.898122500001,0.015,0.9425,0
110750,28,6258.398122500001,0.015,0.9425,0
111000,28,6820.898122500001,0.015,0.9425,0
111250,28,7383.398122500001,0.015,0.9425,0
111500,28,9367.498122499952,0.015,0.9425,0
111750,28,12457.498122499861,0.015,0.9425,0
112000,28,17962.99812249968,0.015,0.9425,0
112250,29,1273.4981199999868,0.1575,0.965,0
112500,29,1610.998119999964,0.1575,0.965,0
112750,29,2568.198119999946,0.1575,0.965,0
113000,29,5380.698119999945,0.1575,0.965,0
113250,29,8193.198119999945,0.1575,0.965,0
113500,29,11005.698119999945,0.1575,0.965,0
113750,29,13818.198119999945,0.1575,0.965,0
114000,29,16630.698119999943,0.1575,0.965,0
114250,29,21676.598120000257,0.1575,0.965,0
114500,29,26964.09812000062,0.1575,0.965,0
114750,29,32251.598120000985,0.1575,0.965,0
115000,29,37539.09812000135,0.1575,0.965,0
115250,29,43961.098120001865,0.1575,0.965,0
115500,29,53917.39812000136,0.1575,0.965,0
115750,29,64154.89812000063,0.1575,0.965,0
116000,29,74392.39811999991,0.1575,0.965,0
116250,30,5053.8981075,0.365,0.6966250000000003,0
116500,30,11033.048107499997,0.595,0.9012,0
116750,30,11620.548107500088,0.595,0.94,0
117000,30,12208.048107500179,0.595,0.94,0
117250,30,12795.54810750027,0.595,0.94,0
117500,30,13383.04810750036,0.595,0.94,0
117750,30,13975.548107500452,0.595,0.94,0
118000,30,16979.548107500457,0.595,0.94,0
118250,30,20042.048107500457,0.595,0.94,0
118500,30,23104.548107500457,0.595,0.94,0
118750,30,26167.048107500457,0.595,0.94,0
119000,30,29229.548107500457,0.595,0.94,0
119250,30,32292.048107500457,0.595,0.94,0
119500,30,35354.54810750046,0.595,0.94,0
119750,30,38620.94810750047,0.595,0.94,0
120000,30,44158.44810750084,0.595,0.94,0
120250,31,970.9000000000043,0.1025,0.94,0
120500,31,3524.5000000000014,0.1025,0.94,0
120750,31,7048.299999999987,0.1025,0.94,0
121000,31,12585.799999999897,0.1025,0.94,0
121250,31,18123.29999999995,0.1025,0.94,0
121500,31,23660.800000000312,0.1025,0.94,0
121750,31,29198.300000000676,0.1025,0.94,0
122000,31,34735.800000001036,0.1025,0.94,0
122250,31,40273.3000000014,0.1025,0.94,0
122500,31,47737.30000000203,0.1025,0.94,0
122750,31,55749.80000000276,0.1025,0.94,0
123000,31,63762.30000000349,0.1025,0.94,0
123250,31,71774.80000000421,0.1025,0.94,0
123500,31,79787.30000000494,0.1025,0.94,0
123750,31,89657.00000000463,0.1025,0.94,0
124000,31,100144.5000000039,0.1025,0.94,0
124250,32,4531.1981225,0.3625,0.68615,0
124500,32,9958.648122500008,0.5775,0.9334000000000003,0
124750,32,10546.148122500099,0.5775,0.94,0
125000,32,11133.64812250019,0.5775,0.94,0
125250,32,11721.14812250028,0.5775,0.94,0
125500,32,12308.648122500372,0.5775,0.94,0
125750,32,12896.148122500463,0.5775,0.94,0
126000,32,13483.648122500554,0.5775,0.94,0
126250,32,17132.1481225006,0.5775,0.94,0
126500,32,23497.2481225008,0.5775,0.94,0
126750,32,31509.74812250062,0.5775,0.94,0
127000,32,39522.2481225012,0.5775,0.94,0
127250,32,47534.74812250193,0.5775,0.94,0
127500,32,55547.24812250266,0.5775,0.94,0
127750,32,64347.74812250298,0.5775,0.94,0
128000,32,74835.24812250225,0.5775,0.94,0
128250,33,4455.798105,0.3525,0.6962250000000003,0
128500,33,6291.698105000072,0.39,0.94,0
128750,33,6879.198105000163,0.39,0.94,0
129000,33,7466.698105000254,0.39,0.94,0
129250,33,8054.198105000345,0.39,0.94,0
129500,33,8641.698105000436,0.39,0.94,0
129750,33,9229.198105000527,0.39,0.94,0
130000,33,9816.698105000618,0.39,0.94,0
130250,33,11954.498105000655,0.39,0.94,0
130500,33,16240.598105000614,0.39,0.94,0
130750,33,21778.098105000965,0.39,0.94,0
131000,33,27315.59810500133,0.39,0.94,0
131250,33,34353.898105001565,0.39,0.94,0
131500,33,42366.39810500229,0.39,0.94,0
131750,33,50378.89810500302,0.39,0.94,0
132000,33,59050.698105003416,0.39,0.94,0
132250,34,494.4481225,0.0175,0.955,0
132500,34,931.9481225000001,0.0175,0.955,0
132750,34,3266.2481225000165,0.0175,0.955,0
133000,34,6178.748122499958,0.0175,0.955,0
133250,34,9091.248122499868,0.0175,0.955,0
133500,34,12003.748122499777,0.0175,0.955,0
133750,34,14916.248122499686,0.0175,0.955,0
134000,34,18438.54812249971,0.0175,0.955,0
134250,34,23826.048122499527,0.0175,0.955,0
134500,34,30387.648122499504,0.0175,0.955,0
134750,34,38250.14812249905,0.0175,0.955,0
135000,34,46573.948122498376,0.0175,0.955,0
135250,34,56911.44812249801,0.0175,0.955,0
135500,34,67248.94812249795,0.0175,0.955,0
135750,34,77586.44812249941,0.0175,0.955,0
136000,34,87923.94812250086,0.0175,0.955,0
136250,35,823.1981200000041,0.115,0.965,0
136500,35,1160.6981199999982,0.115,0.965,0
136750,35,1498.1981199999755,0.115,0.965,0
137000,35,1835.6981199999527,0.115,0.965,0
137250,35,2173.19811999993,0.115,0.965,0
137500,35,2510.6981199999072,0.115,0.965,0
137750,35,2848.1981199998845,0.115,0.965,0
138000,35,3185.698119999862,0.115,0.965,0
138250,35,3523.198119999839,0.115,0.965,0
138500,35,3860.6981199998163,0.115,0.965,0
138750,35,4198.198119999828,0.115,0.965,0
139000,35,4535.698119999919,0.115,0.965,0
139250,35,4873.19812000001,0.115,0.965,0
139500,35,5210.698120000101,0.115,0.965,0
139750,35,5548.198120000192,0.115,0.965,0
140000,35,5885.698120000283,0.115,0.965,0
140250,36,743.9981225000042,0.105,0.965,0
140500,36,1081.4981225000051,0.105,0.965,0
140750,36,1418.9981224999824,0.105,0.965,0
141000,36,1990.098122499961,0.105,0.965,0
141250,36,4802.5981224999605,0.105,0.965,0
141500,36,7615.0981224999605,0.105,0.965,0
141750,36,10427.59812249996,0.105,0.965,0
142000,36,13240.09812249996,0.105,0.965,0
142250,36,16052.59812249996,0.105,0.965,0
142500,36,18865.09812249996,0.105,0.965,0
142750,36,21677.59812249996,0.105,0.965,0
143000,36,24490.09812249996,0.105,0.965,0
143250,36,27302.59812249996,0.105,0.965,0
143500,36,30115.09812249996,0.105,0.965,0
143750,36,32927.598122499956,0.105,0.965,0
144000,36,37300.29812250017,0.105,0.965,0
144250,37,4583.29812,0.3575,0.6799000000000003,0
144500,37,10813.19812,0.6225,0.8475250000000001,0
144750,37,11400.69812000009,0.6225,0.94,0
145000,37,12677.19812000016,0.6225,0.94,0
145250,37,15739.69812000016,0.6225,0.94,0
145500,37,18802.19812000016,0.6225,0.94,0
145750,37,22365.59812000022,0.6225,0.94,0
146000,37,27903.098120000584,0.6225,0.94,0
